per_base_error_rate,per_base_error_rate_5-95th_percentile,mean_hazard_rate,mean_hazard_rate_5-95th_percentile,lambda,lambda_5-95th_percentile,beta,beta_5-95th_percentile,key_median_coverage,key_coverage_5-95th_percentile,true_median_coverage,true_coverage_5-95th_percentile,substitution_error_proportion,insertion_error_proportion,deletion_error_proportion
0.150289,0.146898~0.154106,0.094920,0.094743~0.095197,0.162859,0.158876~0.167361,0.882574,0.876320~0.889189,34,11~55,247.503906,80.074791~400.373962,,0.080070,0.501676,0.418254
